uuid;n_sq;response_type;reason_protest;reason_truezero;reason_sensitivity;C7_newr1;C7_newr2;C7_newr3;C7_comment;C8_newr1;C8_newr2;C8_newr3;C8_newr4;C8_newr5;C8_newr6;C8_newr7;C8_newr8;C8_newr9;C8_comment;comment_override
8k6dx545vquht1j8;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Dette er ikke noe jeg ønsker å betale for. Er kvaliteten for dårlig for å oppholdes i så skal vi informeres om det og følge det. Eller ikke. Folk velger selv og får ta konsekvensene av egne valg.;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Dette bør være en utgift som ikke går utover privatpersoner. Donasjoner er fint men hvis ikke folk har råd til mat så har de ikke råd til å oppgradere natur eller sjø heller;NA
8x818pjys5mq9cx3;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Jeg har ikke økonomi til å betale mer enn hva jeg gjør nå;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
8xq1mt3ubmfgn3mp;6;Uncertain;FALSE;FALSE;TRUE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
9z85wwz6yv2tfeyb;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
a0zq8p2u2q5k2v20;6;Uncertain;FALSE;FALSE;TRUE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
a1m8c29qe39gug60;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
au3hv3drdmujc0ba;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
aus5utrnr6mcan5x;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
ay9k4esrxken4fhc;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
azs0wg4cdzfv6q0p;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Vannet her jeg bor er så rent at oslo kommune kan drikke det rett ut av springen. Det er jo detfor dem bygger ny drikkevannsfordyning fra holsfjorden som er lengre ned i vsnnveien enn der jeg bor... Den største forurenserene er kommunene selv + statseide bygg. Jeg betaler vil ikke mere skatt for at dem skal rydde opp i forrurensning som dem selv allerede har fakturert oss for tidligere uten om og utbedret tilstandene. Derfor også ett klatt nei til vindmølleparker. Det er enorm forrurensing av disse for;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Forrurenseransvaret er kommunene der forrurensningen oppstår. Og når noen kommuner kjøper seg fri fra ansvaret om eget søppel som skjer med statens velsignelser så må alle forstå at søppelet vil bli hos den som skal d rense. De være seg kloakk eller anet resultatet er desverre meget ille  da alt handler om profitt og ikke om miljøt. Fordi det er en snnen arm..og den er allerede amputert. 😢😢🥺🤬😡og kjøper;NA
b1hbbajw8njd6288;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
b7rw9jn80qbbxstq;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
b9eyy99n11puq125;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
bw5up83jvm0q15wz;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
bz222ks3sem9mcyy;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Vi skal ikke betale mer skatt for å redde fjorden;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
c0dggshqqet344bw;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Jeg mener at dette er noe myndigheter må løse uten at det må legges ytterligere skatter PP enkeltpersoner.  Vi betaler nok skatt.;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
c88c55wcbefm7rp4;6;Unclassified SQ;FALSE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Jeg mener at fjorden ska få fred. Har jeg misforstått spørsmålet?;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Se tidligere svar;Uncertain
cgped7z378nr1wtn;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
d064k4t6g0xques5;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
d0nug14f7rn6e5kv;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
d3xeum1zsuhz369d;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
d6zhjj7zyqgywjxy;6;Protest;TRUE;FALSE;FALSE;Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
dbcff88tv48d2gx2;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
devmswytatpnzq7k;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
dyp8tv73f5358u9m;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
e2ad8p317dvxp76f;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
e467jyae85q2zu9f;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
eg3m9wh77y4ewtpa;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
ey52yqyvvqr0z429;6;Protest;TRUE;TRUE;FALSE;Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;jeg angret på at jeg ikke valgte 500 kr på å redde oslogryta da jeg så at prisene ble høyere og høyere hver runde;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
f1drewcedkak2zcv;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
fv699d57kuu3erju;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
g27zkwwbnexayef1;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Ingen skatteøkning;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
gegq2c2tjdae2hp8;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
gkg4z6zpg2xgbgqn;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
gn29tpzjvmj4bnp9;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Befolkningen skal ikke betale mer, bare fordi forvaltningen er dårlig/ukompetent.;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
gsh1vua8mqp56jft;6;Protest;TRUE;FALSE;TRUE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
gzwkyey2uw8wcga3;6;Uncertain;FALSE;FALSE;TRUE;Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
h2mvwce4vdzhp0rr;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;De som forurenser må betale;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Oslofjorden dør i stor grad pga nitrogen overskudd i havet,dette kommer fra jordbruk.;NA
h4dcuq7dgav6vmfy;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
hgy0qss02yqf9wu5;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
